item_id,general_category,sub_category,specific_category
100,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
1004388,בשר ודגים,בשר בקר וכבש טרי,נתחים
1004630,בשר ודגים,בשר בקר וכבש טרי,נתחים
1004685,בשר ודגים,בשר בקר וכבש טרי,נתחים
1004746,בשר ודגים,בשר בקר וכבש טרי,נתחים
101,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
102,"פירות, ירקות ופיצוחים",ירקות,ירקות ארוזים
103,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
104,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
105,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
106,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
107,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
108,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
109,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
10900678148,חד פעמי ומתכלה,"עטיפות, שקיות ותבניות",רדיד אלומיניום וניילון נצמד
110,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
111,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
1124680,בשר ודגים,עוף ובשר קפוא,בשר קפוא
113,"פירות, ירקות ופיצוחים",פירות,פירות טריים
114,"פירות, ירקות ופיצוחים",פירות,פירות טריים
115,"פירות, ירקות ופיצוחים",פירות,פירות טריים
116,"פירות, ירקות ופיצוחים",פירות,פירות טריים
117,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
120,"פירות, ירקות ופיצוחים",פירות,פירות טריים
1206843,בשר ודגים,דגים,דגים טריים
121,"פירות, ירקות ופיצוחים",פירות,פירות טריים
122,"פירות, ירקות ופיצוחים",פירות,פירות טריים
1230000116022,אורגני ובריאות,תחליפי בשר,תחליפי בשר קפואים
1230000116466,קפואים,אוכל להכנה מהירה,מוצרים צמחוניים מוכנים
1230000147576,קפואים,אוכל להכנה מהירה,מוצרים צמחוניים מוכנים
1230000147880,קפואים,אוכל להכנה מהירה,מוצרים צמחוניים מוכנים
132,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
134,"פירות, ירקות ופיצוחים",פירות,פירות טריים
137,"פירות, ירקות ופיצוחים",פירות,פירות טריים
138,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
139,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
140,"פירות, ירקות ופיצוחים",פירות,פירות טריים
141,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
142,"פירות, ירקות ופיצוחים",פירות,פירות טריים
143,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
1464052,בשר ודגים,דגים,דגים קפואים
1464106,בשר ודגים,דגים,דגים קפואים
1464953,בשר ודגים,דגים,דגים קפואים
148,"פירות, ירקות ופיצוחים",ירקות,ירקות ארוזים
149,"פירות, ירקות ופיצוחים",פירות,פירות טריים
151,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
153,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
156,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
16000423534,קטניות ודגנים,דגנים וחטיפי אנרגיה,חטיפי אנרגיה ובריאות
16000548404,קטניות ודגנים,דגנים וחטיפי אנרגיה,חטיפי אנרגיה ובריאות
161,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
164,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
167,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
168,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
169,"פירות, ירקות ופיצוחים",פירות,פירות טריים
170,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
1750018,בשר ודגים,דגים,דגים טריים
1750063,בשר ודגים,דגים,דגים טריים
1750100,בשר ודגים,דגים,דגים טריים
1750230,בשר ודגים,דגים,דגים טריים
1750247,בשר ודגים,דגים,דגים טריים
18000701223,בישול ואפייה,מוצרי אפייה,תערובת ובסיס לעוגה ומאפים
18000703494,בישול ואפייה,מוצרי אפייה,תערובת ובסיס לעוגה ומאפים
18000703517,בישול ואפייה,מוצרי אפייה,תערובת ובסיס לעוגה ומאפים
18000766413,בישול ואפייה,מוצרי אפייה,תערובת ובסיס לעוגה ומאפים
181,"פירות, ירקות ופיצוחים",פירות,פירות טריים
1811399,בשר ודגים,דגים,דגים קפואים
182,"פירות, ירקות ופיצוחים",פירות,פירות טריים
183,"פירות, ירקות ופיצוחים",פירות,פירות טריים
195480030088,בישול ואפייה,מוצרי אפייה,עזרי אפייה וקישוטים
199,"פירות, ירקות ופיצוחים",פירות,פירות טריים
2083085,בשר ודגים,בשר בקר וכבש טרי,נתחים
2083092,בשר ודגים,בשר בקר וכבש טרי,נתחים
2083108,בשר ודגים,בשר בקר וכבש טרי,נתחים
2083115,בשר ודגים,בשר בקר וכבש טרי,נתחים
2105572,בשר ודגים,עוף ובשר קפוא,בשר קפוא
21200513152,אחזקה וניקיון,ניקוי כלים ומבשמים,"ברזלית, כרית יפנית וסקוטש"
21200572357,אחזקה וניקיון,ניקוי כלים ומבשמים,"ברזלית, כרית יפנית וסקוטש"
21231828263,קפואים,"ירקות, פירות וצ'יפס קפואים",פירות קפואים
21231828294,קפואים,"ירקות, פירות וצ'יפס קפואים",פירות קפואים
21231829239,קפואים,"ירקות, פירות וצ'יפס קפואים",פירות קפואים
219,"פירות, ירקות ופיצוחים",פירות,פירות טריים
22200956949,פארם,דאודורנט,דאודורנט סטיק לגבר
225,"פירות, ירקות ופיצוחים",ירקות,עשבי תיבול
2281429,בשר ודגים,דגים,דגים קפואים
2281443,בשר ודגים,דגים,דגים קפואים
2281856,בשר ודגים,עוף ובשר קפוא,בשר קפוא
230,"פירות, ירקות ופיצוחים",פירות,פירות טריים
2345435,בשר ודגים,דגים,דגים קפואים
2410874,בשר ודגים,עוף ובשר קפוא,עוף קפוא
244,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
2478157,בשר ודגים,עוף ובשר קפוא,עוף קפוא
25675120006,חטיפים ומתוקים,סוכריות ומסטיקים,"ממתקי גומי, ג'לי וטופי"
25675120020,חטיפים ומתוקים,סוכריות ומסטיקים,"ממתקי גומי, ג'לי וטופי"
25675120037,חטיפים ומתוקים,סוכריות ומסטיקים,"ממתקי גומי, ג'לי וטופי"
25675120044,חטיפים ומתוקים,סוכריות ומסטיקים,"ממתקי גומי, ג'לי וטופי"
25675120068,חטיפים ומתוקים,סוכריות ומסטיקים,"ממתקי גומי, ג'לי וטופי"
25675121034,חטיפים ומתוקים,סוכריות ומסטיקים,"ממתקי גומי, ג'לי וטופי"
25675121041,חטיפים ומתוקים,סוכריות ומסטיקים,"ממתקי גומי, ג'לי וטופי"
25675121058,חטיפים ומתוקים,סוכריות ומסטיקים,"ממתקי גומי, ג'לי וטופי"
25675301092,חטיפים ומתוקים,סוכריות ומסטיקים,"ממתקי גומי, ג'לי וטופי"
25675301108,חטיפים ומתוקים,סוכריות ומסטיקים,"ממתקי גומי, ג'לי וטופי"
25675301153,חטיפים ומתוקים,סוכריות ומסטיקים,"ממתקי גומי, ג'לי וטופי"
25675301184,חטיפים ומתוקים,סוכריות ומסטיקים,"ממתקי גומי, ג'לי וטופי"
2596523,בשר ודגים,עוף ובשר קפוא,בשר קפוא
2610403,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2610410,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2610694,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2610748,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2610755,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2610786,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
265,"פירות, ירקות ופיצוחים",פירות,פירות טריים
2680123,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2680147,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2680161,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2680178,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2680314,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2680321,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2680338,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2680345,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2680352,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2680369,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2680376,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2680383,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2680390,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2680406,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2680413,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2680451,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2680604,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2681120,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2683711,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2683728,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2683735,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2683742,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
2683759,בשר ודגים,עוף טרי,עוף טרי שלם ארוז
27000001127,שימורים ורטבים,רטבים,רוטב לבישול
2706731,בשר ודגים,דגים,דגים קפואים
27131043317,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
27131043317,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
27131043317,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
27131086871,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
27131086871,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
27131086871,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
2830184,בשר ודגים,דגים,דגים קפואים
287,"פירות, ירקות ופיצוחים",פירות,פירות טריים
289,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
2957355,בשר ודגים,דגים,דגים קפואים
2957485,בשר ודגים,עוף ובשר קפוא,בשר קפוא
300,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
3046920016377,חטיפים ומתוקים,שוקולדים,טבלאות שוקולד
3046920027281,חטיפים ומתוקים,שוקולדים,טבלאות שוקולד
3046920028363,חטיפים ומתוקים,שוקולדים,טבלאות שוקולד
3046920028752,חטיפים ומתוקים,שוקולדים,טבלאות שוקולד
3046920029674,חטיפים ומתוקים,שוקולדים,טבלאות שוקולד
3046920029759,חטיפים ומתוקים,שוקולדים,טבלאות שוקולד
305210416383,פארם,"שמפו, מרכך וטיפוח הגוף",מוצרי טיפוח לגוף
305213079004,פארם,"שמפו, מרכך וטיפוח הגוף",מוצרי טיפוח לגוף
3059944021197,פארם,גילוח והסרת שיער,מוצרי הסרת שיער לנשים
306,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
3061990143778,חטיפים ומתוקים,וופלים וביסקוויטים,ביסקוויטים
3061990143785,חטיפים ומתוקים,וופלים וביסקוויטים,ביסקוויטים
3061990144072,חטיפים ומתוקים,וופלים וביסקוויטים,ביסקוויטים
3069156,בשר ודגים,דגים,דגים קפואים
307,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
3073781190595,מוצרי חלב,גבינות,גבינת שמנת ומותכת
3073781199918,מוצרי חלב,גבינות,גבינת שמנת ומותכת
3083681143010,קפואים,"ירקות, פירות וצ'יפס קפואים",ירקות קפואים
3083681143041,קפואים,"ירקות, פירות וצ'יפס קפואים",ירקות קפואים
3083681166200,קפואים,"ירקות, פירות וצ'יפס קפואים",ירקות קפואים
31200001597,"פירות, ירקות ופיצוחים",פיצוחים ופירות יבשים,פירות יבשים
3141360054405,אחזקה וניקיון,ניקוי כלים ומבשמים,מוצרים למדיח
3145891055306,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3145891135305,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3145891135305,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3145891135305,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3145891136500,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3145891136500,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3145891136500,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3145891263305,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3145891263305,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3145891263305,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3145891264906,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3145891264906,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3145891297300,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3145891297300,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3178530402353,חטיפים ומתוקים,עוגות ועוגיות,עוגיות חמאה ושוקולד צ'יפס
3178530407938,חטיפים ומתוקים,עוגות ועוגיות,עוגיות חמאה ושוקולד צ'יפס
3178530417418,חטיפים ומתוקים,עוגות ועוגיות,עוגיות חמאה ושוקולד צ'יפס
3179732348913,משקאות,משקאות קלים,מים וסודה בטעמים
3228022910023,מוצרי חלב,"חמאה, מרגרינה ושמנת",חמאה ומרגרינה
3228881075086,משקאות,תה וחליטות,תה ירוק
3274872411692,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3274872411692,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3274872411692,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3274872441989,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3274872441989,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3274872441989,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3274878122561,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3274878122561,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3274878122561,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
328,"פירות, ירקות ופיצוחים",ירקות,ירקות טריים
3290015253062,חד פעמי ומתכלה,"נרות, גפרורים ופיקניק","שיפודים, פחמים ומוצרים נלווים"
33200147701,אחזקה וניקיון,מוצרי כביסה,מוצרי כביסה נלווים
3346131796922,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346131796922,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346131796922,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470143920,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470143920,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470143920,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470143944,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470143944,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470143944,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470143982,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470143982,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470143982,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470144026,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470144026,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470144026,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470144040,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470144040,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470144040,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470144125,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470144125,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470144125,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470235557,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470235557,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470235557,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470241046,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470241046,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470241046,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470303126,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3346470303126,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3348900011687,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3348900011687,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3348900011687,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3348900871991,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3348900871991,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3348900871991,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3348901250351,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3348901250351,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3348901250351,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3348901569859,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3348901569859,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3348901569859,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3348901571456,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3348901571456,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3348901571456,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3349668545636,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3349668545636,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3349668545636,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3349668612635,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3349668612635,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3360370600192,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3360370600192,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3360370600192,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3360373016358,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3360373016358,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3360373016358,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3361045,בשר ודגים,עוף ובשר קפוא,בשר קפוא
3361052,בשר ודגים,עוף ובשר קפוא,בשר קפוא
3361076,בשר ודגים,עוף ובשר קפוא,בשר קפוא
3361618,בשר ודגים,דגים,דגים טריים
3361632,בשר ודגים,דגים,דגים טריים
3361656,בשר ודגים,דגים,דגים טריים
3361687,בשר ודגים,דגים,דגים טריים
3361694,בשר ודגים,דגים,דגים טריים
33617000026,קטניות ודגנים,פריכיות וקרקרים,"פתית, לחמית וצנימים"
3361724,בשר ודגים,דגים,דגים טריים
3361731,בשר ודגים,דגים,דגים טריים
33617322616,קטניות ודגנים,פריכיות וקרקרים,"פתית, לחמית וצנימים"
33617340610,קטניות ודגנים,פריכיות וקרקרים,"פתית, לחמית וצנימים"
3386460081016,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460081016,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460081016,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460127066,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460127066,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460127066,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460127172,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460127172,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460127172,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460127219,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460127219,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460127219,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460127257,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460127257,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460127257,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460129398,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460129398,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460129398,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460129879,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3386460129879,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3387390320244,קטניות ודגנים,דגנים וחטיפי אנרגיה,דגני מבוגרים
3387390525960,קטניות ודגנים,דגנים וחטיפי אנרגיה,דגני ילדים
34000148301,בישול ואפייה,מוצרי אפייה,עזרי אפייה וקישוטים
34000312177,בישול ואפייה,מוצרי אפייה,"ג'לי, סירופ ופודינג"
34000400126,בישול ואפייה,"דבש, ריבה וממרחים",חמאת בוטנים
34000470563,חטיפים ומתוקים,שוקולדים,חטיפי שוקולד מאוגדים
34000544028,חטיפים ומתוקים,סוכריות ומסטיקים,"ממתקי גומי, ג'לי וטופי"
34000544431,חטיפים ומתוקים,סוכריות ומסטיקים,"ממתקי גומי, ג'לי וטופי"
3423220005841,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423220005841,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423220005841,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423222010294,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423222010294,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423222010294,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423222013097,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423222055547,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423222055547,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423473021407,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423473021407,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423473101154,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423473101154,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423473101154,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423473140153,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423473140153,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423478782655,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423478782655,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3423478782655,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3439600002560,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3439600002560,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3439600002560,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3439600056655,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3439600056655,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3439600056655,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3444009,חטיפים ומתוקים,שוקולדים,חטיפי שוקולד בודדים
3473311985002,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3473311985002,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3473311985002,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
35000458308,פארם,היגיינת הפה,משחות מיוחדות
35000458476,פארם,היגיינת הפה,מברשות שיניים
3508441104617,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3508441104617,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3508441104662,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3508441104662,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3516642146312,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3516642146312,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3516642146312,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3523230026826,מוצרי חלב,גבינות,גבינות עיזים וכבשים
3563490014898,שימורים ורטבים,רטבים,רוטב לבישול
3574660058857,תינוקות,טיפוח ואביזרי תינוקות וילדים,מוצרי היגיינה לתינוק
3574660089547,פארם,מוצרי היגיינה,טמפונים
3574660115154,פארם,מוצרי היגיינה,טמפונים
3574660333466,פארם,מוצרי היגיינה,טמפונים
3574660514643,פארם,"שמפו, מרכך וטיפוח הגוף",מוצרי טיפוח לגוף
3574660571783,פארם,היגיינת הפה,מי פה ושטיפה דנטלית
3574661487328,פארם,מוצרי היגיינה,מגני תחתון
3574661487618,פארם,מוצרי היגיינה,מגני תחתון
3574661487625,פארם,מוצרי היגיינה,מגני תחתון
3574661500355,פארם,מוצרי היגיינה,מגני תחתון
3574661552576,פארם,מוצרי היגיינה,מגני תחתון
3574661552804,פארם,מוצרי היגיינה,מגני תחתון
3574661554877,פארם,מוצרי היגיינה,מגני תחתון
3574661554884,פארם,מוצרי היגיינה,מגני תחתון
3574669907729,תינוקות,טיפוח ואביזרי תינוקות וילדים,שמפו ומרכך לילדים ותינוקות
3574669907767,תינוקות,טיפוח ואביזרי תינוקות וילדים,שמפו ומרכך לילדים ותינוקות
3574669908481,תינוקות,טיפוח ואביזרי תינוקות וילדים,סבון נוזלי לילדים ותינוקות
3574669908665,תינוקות,טיפוח ואביזרי תינוקות וילדים,סבון נוזלי לילדים ותינוקות
3574669908948,תינוקות,טיפוח ואביזרי תינוקות וילדים,סבון נוזלי לילדים ותינוקות
3574669909204,תינוקות,טיפוח ואביזרי תינוקות וילדים,מוצרי היגיינה לתינוק
3575070055009,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3575070055009,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3575070055009,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3575070055047,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3575070055047,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
36000516890,חד פעמי ומתכלה,מוצרי נייר,ממחטות ומפיות
3600523363193,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3605521172525,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3605532423265,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3605532423265,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3607345993775,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3607345993775,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3607345993775,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3608580078319,בישול ואפייה,"דבש, ריבה וממרחים",ריבות
3608580109280,בישול ואפייה,"דבש, ריבה וממרחים",ריבות
3608580109310,בישול ואפייה,"דבש, ריבה וממרחים",ריבות
3608580730248,בישול ואפייה,"דבש, ריבה וממרחים",ריבות
3608580730255,בישול ואפייה,"דבש, ריבה וממרחים",ריבות
3608580730279,בישול ואפייה,"דבש, ריבה וממרחים",ריבות
3614222793458,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614222793458,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614226905376,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614226905376,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614226905376,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614229382129,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614229382129,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614229382129,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614229395709,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614229395709,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614229395709,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614229396997,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614229396997,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614272826571,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614273673846,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614273673846,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614273673846,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614273760164,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614273922951,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3614273922951,פארם,טיפוח וצביעה,מוצרי טיפוח פנים
3616303439989,פארם,דאודורנט,דאודורנט רול און לאישה
